age,price,mileage,model,make,year
5,22.996,26.835,Rav4,Toyota,2014
5,16.5,43.114,Rav4,Toyota,2014
6,17.9,74.02,Rav4,Toyota,2013
5,18.791,25.258,Rav4,Toyota,2014
6,20.433,36.109,Rav4,Toyota,2013
5,21.9,48.909,Rav4,Toyota,2014
5,16.47,52.427,Rav4,Toyota,2014
4,19.611,16.097,Rav4,Toyota,2015
11,10.995,95.959,Rav4,Toyota,2008
5,18.461,43.602,Rav4,Toyota,2014
5,17.95,43.128,Rav4,Toyota,2014
4,22.606,35.73,Rav4,Toyota,2015
5,20.282,28.775,Rav4,Toyota,2014
9,12,70.866,Rav4,Toyota,2010
5,17.5,25,Rav4,Toyota,2014
4,19.987,8.333,Rav4,Toyota,2015
4,18.929,24.572,Rav4,Toyota,2015
12,6.495,184.923,Rav4,Toyota,2007
3,21.095,38.9,Rav4,Toyota,2016
13,5.995,153,Rav4,Toyota,2006
5,20.873,39.12,Rav4,Toyota,2014
5,18.69,37.885,Rav4,Toyota,2014
5,18.599,24.312,Rav4,Toyota,2014
4,23.974,30.79,Rav4,Toyota,2015
4,17.988,35.281,Rav4,Toyota,2015
6,15.948,65.731,Rav4,Toyota,2013
4,21.488,19.969,Rav4,Toyota,2015
4,17.488,53.071,Rav4,Toyota,2015
11,9.995,58.568,Rogue,Nissan,2008
8,10,111.413,Rogue,Nissan,2011
10,9.988,90.412,Rogue,Nissan,2009
6,13.475,60.483,Rogue,Nissan,2013
9,8.498,98.901,Rogue,Nissan,2010
8,9.39,94.973,Rogue,Nissan,2011
3,24.995,12.94,Rogue,Nissan,2016
4,20.999,32.448,Rogue,Nissan,2015
6,12.975,66.679,Rogue,Nissan,2013
5,18.497,22.611,Rogue,Nissan,2014
3,19.26,18.418,Rogue,Nissan,2016
8,8.535,130.678,Rogue,Nissan,2011
11,4.991,161.871,Rogue,Nissan,2008
7,13.995,70.503,Rogue,Nissan,2012
5,21.9,37.914,Rogue,Nissan,2014
4,17.995,49.243,Rogue,Nissan,2015
5,18.494,72.648,Rogue,Nissan,2014
4,22.998,12.515,Rogue,Nissan,2015
4,18.975,18.006,Rogue,Nissan,2015
4,20.704,29.713,Rogue,Nissan,2015
3,16.199,31.127,Rogue,Nissan,2016
5,15.983,71.474,Rogue,Nissan,2014
5,20.978,41.745,Rogue,Nissan,2014
4,24.313,21.956,Rogue,Nissan,2015
6,14.993,35.069,Rogue,Nissan,2013
8,11.395,68.72,Rogue,Nissan,2011
4,18.139,11.235,Rogue,Nissan,2015
10,6.977,186.596,Rogue,Nissan,2009
5,16.998,30.117,Rogue,Nissan,2014
5,21.988,36.41,Rogue,Nissan,2014
3,19.688,11.551,Rogue,Nissan,2016
4,22.995,16.482,Rogue,Nissan,2015
6,16.998,37.972,Rogue,Nissan,2013
8,7.5,109.265,Rogue,Nissan,2011
4,19.998,30.122,Rogue,Nissan,2015
9,11.495,94.935,Rogue,Nissan,2010
3,17.006,26.918,Rogue,Nissan,2016
4,21.897,45.412,Rogue,Nissan,2015
6,9.999,98.895,Rogue,Nissan,2013
3,22.818,25.136,Rogue,Nissan,2016
6,12.995,98.722,Rogue,Nissan,2013
10,8.495,101.573,Rogue,Nissan,2009
4,18.307,25.625,Rogue,Nissan,2015
6,13.499,77.729,Rogue,Nissan,2013
8,12.995,84.31,Rogue,Nissan,2011
5,21.607,42.214,Rogue,Nissan,2014
3,21,17.376,Rogue,Nissan,2016
3,22.998,23.411,Rogue,Nissan,2016
4,20.988,39.722,Rogue,Nissan,2015
4,19.995,17.059,Rogue,Nissan,2015
7,17.995,87.339,Silverado,Chevy,2012
5,25.425,24.384,Silverado,Chevy,2014
8,25.434,43.921,Silverado,Chevy,2011
5,26.995,62.911,Silverado,Chevy,2014
9,15.888,108.161,Silverado,Chevy,2010
4,30.96,44.098,Silverado,Chevy,2015
7,22.9,62.366,Silverado,Chevy,2012
5,25.425,24.384,Silverado,Chevy,2014
8,21.379,66.928,Silverado,Chevy,2011
8,17.959,54.527,Silverado,Chevy,2011
4,30.96,18.408,Silverado,Chevy,2015
5,28.96,46.049,Silverado,Chevy,2014
5,27.085,51.2,Silverado,Chevy,2014
8,25.434,43.921,Silverado,Chevy,2011
6,25.299,23.809,Silverado,Chevy,2013
13,9.9,139,Silverado,Chevy,2006
9,21.99,50.399,Silverado,Chevy,2010
4,32.588,40.043,Silverado,Chevy,2015
5,29.585,31.065,Silverado,Chevy,2014
5,30.388,32.312,Silverado,Chevy,2014
5,33,51.903,Silverado,Chevy,2014
5,36.995,20.942,Silverado,Chevy,2014
5,21.9,24.166,Silverado,Chevy,2014
5,28.9,34.245,Silverado,Chevy,2014
5,34.425,17.355,Silverado,Chevy,2014
11,20.5,106,Silverado,Chevy,2008
6,31.9,27.786,Silverado,Chevy,2013
6,28.9,37.415,Silverado,Chevy,2013
5,32.96,41.223,Silverado,Chevy,2014
4,31.5,21.695,Silverado,Chevy,2015
5,19.8,32.685,Silverado,Chevy,2014
14,13.895,161.09,Silverado,Chevy,2005
7,29.588,36.581,Silverado,Chevy,2012
5,28.685,47.667,Silverado,Chevy,2014
5,28.9,27.892,Silverado,Chevy,2014
8,25.775,55.313,Silverado,Chevy,2011
5,31.925,51.529,Silverado,Chevy,2014
5,33.585,20.697,Silverado,Chevy,2014
6,28.96,48.259,Silverado,Chevy,2013
5,33.888,17.714,Silverado,Chevy,2014
7,26.925,56.785,Silverado,Chevy,2012
5,44.99,15.716,Silverado,Chevy,2014
8,19.885,98.5,Silverado,Chevy,2011
8,24.888,37.172,Silverado,Chevy,2011
5,30.8,36.248,Silverado,Chevy,2014
5,24.885,50.646,Silverado,Chevy,2014
7,25.585,35.515,Silverado,Chevy,2012
5,29.675,36.739,Silverado,Chevy,2014
4,30.76,41.643,Silverado,Chevy,2015
10,19.995,64,Silverado,Chevy,2009
4,13,39.524,Soul,Kia,2015
4,17.977,15.138,Soul,Kia,2015
4,14.995,10.011,Soul,Kia,2015
5,12.995,13.899,Soul,Kia,2014
5,11.29,31.895,Soul,Kia,2014
8,9.19,41.762,Soul,Kia,2011
7,7.99,69.013,Soul,Kia,2012
6,9.991,44.91,Soul,Kia,2013
6,5.9,90.757,Soul,Kia,2013
8,12.988,28.752,Soul,Kia,2011
5,13,27.964,Soul,Kia,2014
3,13.599,14.791,Soul,Kia,2016
5,13.488,19.531,Soul,Kia,2014
4,13.331,42.662,Soul,Kia,2015
3,12.699,38.557,Soul,Kia,2016
7,9.888,48.505,Soul,Kia,2012
5,12,37.35,Soul,Kia,2014
5,14.998,14.184,Soul,Kia,2014
4,16.9,15.341,Soul,Kia,2015
5,13.815,43.242,Soul,Kia,2014
4,12.609,43.177,Soul,Kia,2015
5,10.994,67.01,Soul,Kia,2014
4,14.141,5.823,Soul,Kia,2015
4,12.988,32.199,Soul,Kia,2015
5,11.844,9.262,Soul,Kia,2014
5,9.798,78,Soul,Kia,2014
6,7.788,86.432,Soul,Kia,2013
9,5.995,100.769,Soul,Kia,2010
9,6.25,99.955,Soul,Kia,2010
3,13.9,32.13,Soul,Kia,2016
5,13.49,38.689,Soul,Kia,2014
5,12.99,32.663,Soul,Kia,2014
9,7.985,98.382,Soul,Kia,2010
5,9.995,59.963,Soul,Kia,2014
7,8.995,36.355,Soul,Kia,2012
5,12.391,37.963,Soul,Kia,2014
8,6.995,72.545,Soul,Kia,2011
4,10.888,31.311,Soul,Kia,2015
4,12.79,12.524,Soul,Kia,2015
3,12.95,35.517,Soul,Kia,2016
5,12.788,40.135,Soul,Kia,2014
4,12.343,42.604,Soul,Kia,2015
5,10.5,25.563,Soul,Kia,2014
5,10.988,73.943,Soul,Kia,2014
3,12.875,37.25,Soul,Kia,2016
4,10.99,34.858,Soul,Kia,2015
5,13.56,21.303,Soul,Kia,2014
3,19.995,16.191,Soul,Kia,2016
3,13.9,31.851,Soul,Kia,2016
8,6.995,59,Soul,Kia,2011
2,50.199,4.693,X3,BMW,2017
14,5.988,130.461,X3,BMW,2005
9,18.999,54.992,X3,BMW,2010
15,6.45,177,X3,BMW,2004
2,54.9,10.796,X3,BMW,2017
7,18.49,78.385,X3,BMW,2012
3,50.994,14.794,X3,BMW,2016
5,34.995,73.041,X3,BMW,2014
2,51.499,6.649,X3,BMW,2017
10,13.495,88.772,X3,BMW,2009
5,45.697,36.015,X3,BMW,2014
7,24.995,62.411,X3,BMW,2012
9,13.995,111.579,X3,BMW,2010
2,49.989,4.873,X3,BMW,2017
10,11.585,110.123,X3,BMW,2009
4,46.35,16.588,X3,BMW,2015
2,52.388,4.241,X3,BMW,2017
2,49.989,5.356,X3,BMW,2017
15,6.995,109.305,X3,BMW,2004
10,13.995,100.573,X3,BMW,2009
10,14.785,89.134,X3,BMW,2009
8,16.88,93.6,X3,BMW,2011
4,41.888,21.66,X3,BMW,2015
12,10.888,120.72,X3,BMW,2007
5,42.885,31.049,X3,BMW,2014
7,18.485,107.878,X3,BMW,2012
4,36.23,38.223,X3,BMW,2015
4,37.998,36.408,X3,BMW,2015
5,43.99,64.195,X3,BMW,2014
4,41.849,39.806,X3,BMW,2015
2,59.27,6.568,X3,BMW,2017
2,51.295,3.643,X3,BMW,2017
10,12.995,132.628,X3,BMW,2009
4,34.588,46.909,X3,BMW,2015
2,53.084,5.413,X3,BMW,2017
10,10.5,125.2,X3,BMW,2009
4,41.512,30.437,X3,BMW,2015
3,48.996,11.965,X3,BMW,2016
5,49.915,4.46,X3,BMW,2014
2,59.207,4.046,X3,BMW,2017
11,12.049,93.8,X3,BMW,2008
4,41.888,30.504,X3,BMW,2015
2,67.395,4.246,X3,BMW,2017
5,45.988,23.209,X3,BMW,2014
16,6.7,137.7,X3,BMW,2003
2,52.999,12.373,X3,BMW,2017
4,38.475,30.16,X3,BMW,2015
2,76.795,11.008,X3,BMW,2017
5,34.093,37.365,X3,BMW,2014
5,41.982,19.62,X3,BMW,2014
4,51.9,44.051,Yukon,GMC,2015
11,12.995,112.395,Yukon,GMC,2008
12,13.745,115.196,Yukon,GMC,2007
4,49.998,31.111,Yukon,GMC,2015
11,9.988,199.1,Yukon,GMC,2008
14,14.995,84,Yukon,GMC,2005
8,33.9,59,Yukon,GMC,2011
11,15.352,144.248,Yukon,GMC,2008
11,18.999,114.133,Yukon,GMC,2008
4,35.477,87.202,Yukon,GMC,2015
12,10.45,151.211,Yukon,GMC,2007
5,32.998,41.026,Yukon,GMC,2014
9,19.95,113.656,Yukon,GMC,2010
8,28.75,71.387,Yukon,GMC,2011
4,45.998,46.829,Yukon,GMC,2015
4,49,28,Yukon,GMC,2015
4,49,50.499,Yukon,GMC,2015
4,49.995,14.273,Yukon,GMC,2015
11,16.999,129.206,Yukon,GMC,2008
3,52.9,14.529,Yukon,GMC,2016
3,59.99,14.59,Yukon,GMC,2016
11,20.9,99,Yukon,GMC,2008
3,53.901,11.001,Yukon,GMC,2016
4,47.986,65.97,Yukon,GMC,2015
4,43.997,46.393,Yukon,GMC,2015
3,57.4,14.159,Yukon,GMC,2016
14,10.995,120,Yukon,GMC,2005
5,39.941,42.308,Yukon,GMC,2014
8,21.999,108.077,Yukon,GMC,2011
13,11.995,115.938,Yukon,GMC,2006
3,45.865,2.927,Yukon,GMC,2016
3,58.976,25.929,Yukon,GMC,2016
4,44.988,43.915,Yukon,GMC,2015
4,53.795,31.375,Yukon,GMC,2015
5,43.9,39.9,Yukon,GMC,2014
3,55.99,21.291,Yukon,GMC,2016
3,63.987,2.664,Yukon,GMC,2016
3,48.983,32.825,Yukon,GMC,2016
3,58.987,23.559,Yukon,GMC,2016
4,51.988,39.747,Yukon,GMC,2015
3,53.9,32.404,Yukon,GMC,2016
12,11.95,120.36,Yukon,GMC,2007
8,25.987,61.395,Yukon,GMC,2011
4,57.998,17.088,Yukon,GMC,2015
4,53.125,40.085,Yukon,GMC,2015
12,19.699,98.481,Yukon,GMC,2007
12,16.995,104.541,Yukon,GMC,2007
3,57.871,23.939,Yukon,GMC,2016
12,12.95,165,Yukon,GMC,2007
8,20.876,88.837,Yukon,GMC,2011
6,17.877,18.755,LaCrosse,Buick,2013
14,4.995,96.693,LaCrosse,Buick,2005
5,16.995,44.555,LaCrosse,Buick,2014
5,21,24.466,LaCrosse,Buick,2014
8,10.795,73.441,LaCrosse,Buick,2011
4,25.995,1.072,LaCrosse,Buick,2015
5,23.444,19.334,LaCrosse,Buick,2014
13,6.999,77.209,LaCrosse,Buick,2006
2,30.999,14.815,LaCrosse,Buick,2017
5,17.899,40.814,LaCrosse,Buick,2014
5,21.75,11.012,LaCrosse,Buick,2014
5,19.988,27.112,LaCrosse,Buick,2014
12,6.497,77,LaCrosse,Buick,2007
3,21.988,31.612,LaCrosse,Buick,2016
2,28.999,16.182,LaCrosse,Buick,2017
13,6.45,82.491,LaCrosse,Buick,2006
6,15.5,63,LaCrosse,Buick,2013
8,11.995,41.136,LaCrosse,Buick,2011
8,15.498,22.88,LaCrosse,Buick,2011
6,11.199,56.941,LaCrosse,Buick,2013
6,12.988,72.019,LaCrosse,Buick,2013
10,7.995,82.115,LaCrosse,Buick,2009
11,6.592,53.502,LaCrosse,Buick,2008
7,10.998,74.617,LaCrosse,Buick,2012
8,7.495,118.435,LaCrosse,Buick,2011
8,14.99,44.115,LaCrosse,Buick,2011
5,19.995,47.968,LaCrosse,Buick,2014
2,30.9,16.047,LaCrosse,Buick,2017
14,4.995,118.471,LaCrosse,Buick,2005
2,27.999,11.778,LaCrosse,Buick,2017
5,19.595,31.388,LaCrosse,Buick,2014
8,9.495,136.92,LaCrosse,Buick,2011
3,21.382,43.402,LaCrosse,Buick,2016
3,25.995,16.371,LaCrosse,Buick,2016
10,4.499,135.213,LaCrosse,Buick,2009
5,21.45,29.122,LaCrosse,Buick,2014
5,19.9,18.55,LaCrosse,Buick,2014
7,16.364,64.664,LaCrosse,Buick,2012
6,16.69,58.229,LaCrosse,Buick,2013
11,8.85,56.567,LaCrosse,Buick,2008
5,26.995,9.242,LaCrosse,Buick,2014
9,13.941,56.853,LaCrosse,Buick,2010
9,13.751,56.588,LaCrosse,Buick,2010
5,20.999,9.459,LaCrosse,Buick,2014
6,10.988,104.286,LaCrosse,Buick,2013
5,26.99,8.818,LaCrosse,Buick,2014
4,25.996,17.166,LaCrosse,Buick,2015
2,31.898,10.38,LaCrosse,Buick,2017
9,19.977,29.545,LaCrosse,Buick,2010
5,24.999,26.384,LaCrosse,Buick,2014
